072024061010404699Fondón                                                                                              000000000000001094000020000097700000977000000000000000000000307000003760000000900000002000005000000000000000000000S
072024061010404799Gádor                                                                                               000000000000003029000040000229900002299000000000000000000000746000009680000000700000016000012210000000000000000000S
072024061010404899Los Gallardos                                                                                       000000000000003034000030000159000001590000000000000000000000442000005400000000500000005000006700000000000000000000S
072024061010404999Garrucha                                                                                            000000000000010336000090000615700006157000000000000000000001365000018350000002100000023000023660000000000000000000S
072024061010405099Gérgal                                                                                              000000000000001191000010000076900000769000000000000000000000184000002360000000000000000000003240000000000000000000S
072024061010405199Huécija                                                                                             000000000000000533000010000043800000438000000000000000000000198000002510000000500000001000003030000000000000000000S
072024061010405299Huércal de Almería                                                                                  000000000000018507000230001390600013906000000000000000000003200000043750000004800000033000059140000000000000000000S
072024061010405399Huércal-Overa                                                                                       000000000000020425000250001303300013032000000000000000000003572000047140000003600000064000062020000000000000000000S
072024061010405499Íllar                                                                                               000000000000000451000010000037000000370000000000000000000000142000001710000000100000002000002240000000000000000000S
072024061010405599Instinción                                                                                          000000000000000484000010000038500000385000000000000000000000144000001940000000100000003000002560000000000000000000S
072024061010405699Laroya                                                                                              000000000000000198000010000016700000167000000000000000000000050000000730000000000000002000000870000000000000000000S
072024061010405799Laujar de Andarax                                                                                   000000000000001611000030000130900001309000000000000000000000379000004950000000300000008000006790000000000000000000S
072024061010405899Líjar                                                                                               000000000000000389000010000032400000324000000000000000000000063000001020000000000000000000001470000000000000000000S
072024061010405999Lubrín                                                                                              000000000000001422000020000094900000949000000000000000000000307000003860000000200000005000004710000000000000000000S
072024061010406099Lucainena de las Torres                                                                             000000000000000704000010000050600000506000000000000000000000165000002080000000000000002000002570000000000000000000S
072024061010406199Lúcar                                                                                               000000000000000829000020000063400000634000000000000000000000164000002060000000400000002000003050000000000000000000S
072024061010406299Macael                                                                                              000000000000005381000080000435600004356000000000000000000001257000016840000001200000017000021440000000000000000000S
072024061010406399María                                                                                               000000000000001209000020000099200000992000000000000000000000290000004120000000400000010000005220000000000000000000S
072024061010406499Mojácar                                                                                             000000000000007386000060000346300003462000000000000000000000878000012160000000400000009000015670000000000000000000S
072024061010406599Nacimiento                                                                                          000000000000000508000010000036000000360000000000000000000000152000001890000000500000001000002220000000000000000000S
072024061010406699Níjar                                                                                               000000000000032858000260001405500014055000000000000000000003275000044090000003700000022000056190000000000000000000S
072024061010406799Ohanes                                                                                              000000000000000550000010000049400000494000000000000000000000140000001950000000000000006000002460000000000000000000S
072024061010406899Olula de Castro                                                                                     000000000000000189000010000016300000163000000000000000000000062000000810000000100000001000001040000000000000000000S
072024061010406999Olula del Río                                                                                       000000000000006354000080000480100004801000000000000000000001282000016910000002500000013000022960000000000000000000S
072024061010407099Oria                                                                                                000000000000002233000040000149000001490000000000000000000000347000004740000000500000005000006980000000000000000000S
072024061010407199Padules                                                                                             000000000000000437000010000037800000378000000000000000000000165000002030000000300000003000002460000000000000000000S
072024061010407299Partaloa                                                                                            000000000000000924000010000036600000366000000000000000000000097000001420000000200000003000001750000000000000000000S
072024061010407399Paterna del Río                                                                                     000000000000000387000010000034700000347000000000000000000000113000001440000000100000001000001760000000000000000000S
072024061010407499Pechina                                                                                             000000000000004358000050000313600003136000000000000000000000742000009500000000700000009000012230000000000000000000S
072024061010407599Pulpí                                                                                               000000000000011247000110000651800006518000000000000000000001607000021220000002200000039000027470000000000000000000S
072024061010407699Purchena                                                                                            000000000000001551000020000115500001155000000000000000000000316000004480000000400000011000005900000000000000000000S
072024061010407799Rágol                                                                                               000000000000000297000010000026900000269000000000000000000000123000001380000000300000001000002010000000000000000000S
072024061010407899Rioja                                                                                               000000000000001594000020000120000001200000000000000000000000253000003710000000100000002000004780000000000000000000S
072024061010407999Roquetas de Mar                                                                                     000000000000106510001020006154300061541000000000000000000015113000201090000015400000108000259010000000000000000000S
072024061010408099Santa Cruz de Marchena                                                                              000000000000000237000010000022100000221000000000000000000000081000000930000000000000001000001080000000000000000000S
072024061010408199Santa Fe de Mondújar                                                                                000000000000000494000010000039400000394000000000000000000000123000001660000000000000002000002120000000000000000000S
072024061010408299Senés                                                                                               000000000000000288000010000026700000267000000000000000000000082000001030000000100000000000001290000000000000000000S
072024061010408399Serón                                                                                               000000000000002105000040000171100001711000000000000000000000489000006730000000300000009000009340000000000000000000S
072024061010408499Sierro                                                                                              000000000000000379000010000032500000325000000000000000000000094000001240000000100000001000001650000000000000000000S
072024061010408599Somontín                                                                                            000000000000000521000010000042400000424000000000000000000000172000002220000000400000004000002540000000000000000000S
072024061010408699Sorbas                                                                                              000000000000002527000040000166600001666000000000000000000000403000005780000000500000004000007950000000000000000000S
072024061010408799Suflí                                                                                               000000000000000229000010000016800000168000000000000000000000032000000580000000000000002000000840000000000000000000S
072024061010408899Tabernas                                                                                            000000000000004032000040000264500002645000000000000000000000674000008280000001000000014000010700000000000000000000S
072024061010408999Taberno                                                                                             000000000000000958000010000065100000651000000000000000000000194000002710000000300000003000003420000000000000000000S
072024061010409099Tahal                                                                                               000000000000000373000010000030800000308000000000000000000000111000001480000000000000000000001780000000000000000000S
072024061010409199Terque                                                                                              000000000000000400000010000029000000290000000000000000000000155000001710000000200000004000001880000000000000000000S
072024061010409299Tíjola                                                                                              000000000000003518000060000278000002780000000000000000000000743000010850000000300000009000014430000000000000000000S
072024061010409399Turre                                                                                               000000000000004092000040000204100002041000000000000000000000401000005570000000500000008000007980000000000000000000S
072024061010409499Turrillas                                                                                           000000000000000278000010000022400000224000000000000000000000082000001100000000000000001000001320000000000000000000S
072024061010409599Uleila del Campo                                                                                    000000000000000820000010000064800000648000000000000000000000148000002050000000000000001000002650000000000000000000S
072024061010409699Urrácal                                                                                             000000000000000378000010000027400000274000000000000000000000100000001310000000500000000000001740000000000000000000S
072024061010409799Velefique                                                                                           000000000000000258000010000024100000241000000000000000000000084000001070000000000000000000001420000000000000000000S
072024061010409899Vélez-Blanco                                                                                        000000000000001914000030000148700001487000000000000000000000403000006020000000300000011000008190000000000000000000S
072024061010409999Vélez-Rubio                                                                                         000000000000006558000100000478800004788000000000000000000001484000019580000001300000033000025500000000000000000000S
072024061010410099Vera                                                                                                000000000000018919000170001103300011033000000000000000000002104000028610000002300000013000038370000000000000000000S
072024061010410199Viator                                                                                              000000000000006160000060000456100004561000000000000000000001164000015330000001600000029000018670000000000000000000S
072024061010410299Vícar                                                                                               000000000000028245000280001513900015139000000000000000000003752000050130000004600000031000063790000000000000000000S
072024061010410399Zurgena                                                                                             000000000000002972000030000148700001487000000000000000000000407000005760000000400000008000007220000000000000000000S
072024061010490199Las Tres Villas                                                                                     000000000000000581000010000049700000497000000000000000000000128000001700000000200000001000002320000000000000000000S
072024061010490299El Ejido                                                                                            000000000000089975000830004853600048535000000000000000000012525000165780000015600000091000208070000000000000000000S
072024061010490399La Mojonera                                                                                         000000000000008778000070000417300004173000000000000000000001124000014900000001700000009000018550000000000000000000S
072024061010490499Balanegra                                                                                           000000000000002931000040000196900001969000000000000000000000554000007840000000700000006000010120000000000000000000S
072024061011100199Alcalá de los Gazules                                                                               000000000000005205000070000439800004398000000000000000000000903000012810000002000000029000016510000000000000000000S
072024061011100299Alcalá del Valle                                                                                    000000000000004995000070000413900004138000000000000000000001027000015820000000500000023000020810000000000000000000S
072024061011100399Algar                                                                                               000000000000001444000020000119200001192000000000000000000000288000003720000000700000003000004600000000000000000000S
072024061011100499Algeciras                                                                                           000000000000123639001420009163300091632000000000000000000019660000272880000028500000231000338620000000000000000000S
072024061011100599Algodonales                                                                                         000000000000005498000080000449700004497000000000000000000001089000014170000001400000031000017950000000000000000000S
072024061011100699Arcos de la Frontera                                                                                000000000000030953000410002524800025248000000000000000000004576000064590000006600000062000084310000000000000000000S
072024061011100799Barbate                                                                                             000000000000022811000280001846500018465000000000000000000003478000047310000006500000059000059170000000000000000000S
072024061011100899Los Barrios                                                                                         000000000000024219000260001882900018829000000000000000000004046000054960000006400000093000070610000000000000000000S
072024061011100999Benaocaz                                                                                            000000000000000714000010000065200000652000000000000000000000171000002440000000100000007000002970000000000000000000S
072024061011101099Bornos                                                                                              000000000000007559000100000624900006249000000000000000000001151000015910000001700000026000020670000000000000000000S
072024061011101199El Bosque                                                                                           000000000000002224000020000179700001797000000000000000000000321000005240000000500000015000007550000000000000000000S
072024061011101299Cádiz                                                                                               000000000000111811001490009431900094319000000000000000000027882000371290000034500000295000449840000000000000000000S
072024061011101399Castellar de la Frontera                                                                            000000000000003020000040000233600002336000000000000000000000467000006930000002000000032000008510000000000000000000S
072024061011101499Conil de la Frontera                                                                                000000000000023661000290001838900018389000000000000000000003638000051030000005900000057000066920000000000000000000S
072024061011101599Chiclana de la Frontera                                                                             000000000000088709000990006974000069739000000000000000000014694000202310000024900000128000253080000000000000000000S
072024061011101699Chipiona                                                                                            000000000000019649000220001591900015919000000000000000000003134000044610000005700000040000057500000000000000000000S
072024061011101799Espera                                                                                              000000000000003802000050000315700003157000000000000000000000567000007860000002000000009000010380000000000000000000S
072024061011101899El Gastor                                                                                           000000000000001697000020000141200001412000000000000000000000400000005670000000600000011000007110000000000000000000S
072024061011101999Grazalema                                                                                           000000000000002002000030000172200001722000000000000000000000452000006660000000700000037000008190000000000000000000S
072024061011102099Jerez de la Frontera                                                                                000000000000213231002660017075700170757000000000000000000042493000574240000067500000395000713660000000000000000000S
072024061011102199Jimena de la Frontera                                                                               000000000000006675000070000489800004898000000000000000000001105000015000000002800000038000018750000000000000000000S
072024061011102299La Línea de la Concepción                                                                           000000000000063773000770004958100049581000000000000000000008721000121990000013500000080000149530000000000000000000S
072024061011102399Medina Sidonia                                                                                      000000000000011738000140000953700009537000000000000000000001992000027350000004000000068000035600000000000000000000S
072024061011102499Olvera                                                                                              000000000000007887000110000635900006359000000000000000000001456000020290000001800000037000026520000000000000000000S
072024061011102599Paterna de Rivera                                                                                   000000000000005441000060000449900004499000000000000000000000802000011730000003000000018000014860000000000000000000S
072024061011102699Prado del Rey                                                                                       000000000000005634000070000476900004769000000000000000000001250000017950000000500000042000022090000000000000000000S
072024061011102799El Puerto de Santa María                                                                            000000000000089813001090007120900071207000000000000000000016585000227950000019900000116000278870000000000000000000S
072024061011102899Puerto Real                                                                                         000000000000042069000520003402600034026000000000000000000008276000112100000013600000101000137880000000000000000000S
072024061011102999Puerto Serrano                                                                                      000000000000006929000080000554800005548000000000000000000000603000008470000001500000012000010750000000000000000000S
072024061011103099Rota                                                                                                000000000000029675000380002366600023666000000000000000000005574000078270000008200000112000099250000000000000000000S
072024061011103199San Fernando                                                                                        000000000000093927001130007688300076882000000000000000000018872000259400000026100000174000318490000000000000000000S
072024061011103299Sanlúcar de Barrameda                                                                               000000000000069805000830005598600055986000000000000000000009740000139210000017900000108000178100000000000000000000S
072024061011103399San Roque                                                                                           000000000000033646000350002322700023227000000000000000000005069000074400000008300000072000088000000000000000000000S
072024061011103499Setenil de las Bodegas                                                                              000000000000002638000040000223600002236000000000000000000000463000006400000000400000017000008110000000000000000000S
072024061011103599Tarifa                                                                                              000000000000018621000250001421800014218000000000000000000002805000039590000007100000037000050780000000000000000000S
072024061011103699Torre Alháquime                                                                                     000000000000000799000010000067500000675000000000000000000000150000002130000000500000006000002500000000000000000000S
072024061011103799Trebujena                                                                                           000000000000007000000080000569800005698000000000000000000001478000021710000001700000058000030120000000000000000000S
072024061011103899Ubrique                                                                                             000000000000016363000230001332700013327000000000000000000003813000054080000004000000102000067710000000000000000000S
072024061011103999Vejer de la Frontera                                                                                000000000000012864000180001033500010334000000000000000000001963000028180000004800000034000037640000000000000000000S
072024061011104099Villaluenga del Rosario                                                                             000000000000000480000010000039200000392000000000000000000000133000001990000000600000008000002440000000000000000000S
072024061011104199Villamartín                                                                                         000000000000012165000160001003600010036000000000000000000002167000029490000003800000048000037660000000000000000000S
072024061011104299Zahara                                                                                              000000000000001362000020000116100001161000000000000000000000299000004370000000400000013000005430000000000000000000S
072024061011190199Benalup-Casas Viejas                                                                                000000000000007164000090000595200005952000000000000000000001358000018280000003400000038000022980000000000000000000S
072024061011190299San José del Valle                                                                                  000000000000004486000050000369700003697000000000000000000000665000009110000000800000012000011970000000000000000000S
072024061011190399San Martín del Tesorillo                                                                            000000000000002742000030000187900001879000000000000000000000354000005690000000600000006000006710000000000000000000S
072024061011400199Adamuz                                                                                              000000000000004092000050000337400003374000000000000000000001013000012840000000800000043000016450000000000000000000S
072024061011400299Aguilar de la Frontera                                                                              000000000000013282000170001080100010801000000000000000000002552000033340000002700000049000041590000000000000000000S
072024061011400399Alcaracejos                                                                                         000000000000001493000020000128500001285000000000000000000000463000005740000000700000026000006700000000000000000000S
072024061011400499Almedinilla                                                                                         000000000000002340000030000189200001892000000000000000000000499000007350000000800000015000010010000000000000000000S
072024061011400599Almodóvar del Río                                                                                   000000000000007995000100000639400006394000000000000000000001490000018900000003400000042000024150000000000000000000S
072024061011400699Añora                                                                                               000000000000001507000020000128100001281000000000000000000000499000007100000000500000012000008660000000000000000000S
072024061011400799Baena                                                                                               000000000000018533000210001481800014818000000000000000000003852000050980000004400000096000066370000000000000000000S
072024061011400899Belalcázar                                                                                          000000000000003138000040000263000002631000000000000000000000736000009620000001600000027000011610000000000000000000S
072024061011400999Belmez                                                                                              000000000000002802000040000248600002486000000000000000000000621000007850000001300000013000010210000000000000000000S
072024061011401099Benamejí                                                                                            000000000000004979000060000398900003989000000000000000000001080000013880000001200000034000018240000000000000000000S
072024061011401199Los Blázquez                                                                                        000000000000000643000010000056900000569000000000000000000000164000002270000000300000005000003150000000000000000000S
072024061011401299Bujalance                                                                                           000000000000007186000090000593400005934000000000000000000001463000019880000002300000040000025240000000000000000000S
072024061011401399Cabra                                                                                               000000000000020070000250001635100016351000000000000000000004514000060900000006200000120000076620000000000000000000S
072024061011401499Cañete de las Torres                                                                                000000000000002829000040000237500002375000000000000000000000867000011080000001000000036000013700000000000000000000S
072024061011401599Carcabuey                                                                                           000000000000002318000040000198300001983000000000000000000000553000007230000000800000018000009940000000000000000000S
072024061011401699Cardeña                                                                                             000000000000001437000020000123100001231000000000000000000000334000004190000000000000002000005440000000000000000000S
072024061011401799La Carlota                                                                                          000000000000014258000180001135400011354000000000000000000003047000040420000004600000060000052840000000000000000000S
072024061011401899El Carpio                                                                                           000000000000004327000070000356700003567000000000000000000001061000013830000001000000040000017370000000000000000000S
072024061011401999Castro del Río                                                                                      000000000000007665000100000627100006271000000000000000000001974000025560000003800000044000033290000000000000000000S
072024061011402099Conquista                                                                                           000000000000000371000010000034000000340000000000000000000000101000001310000000000000000000001800000000000000000000S
072024061011402199Córdoba                                                                                             000000000000323763003830026155900261556000000000000000000080148001048390000110900000792001282290000000000000000000S
072024061011402299Doña Mencía                                                                                         000000000000004511000050000380500003805000000000000000000001117000014530000001400000023000018630000000000000000000S
072024061011402399Dos Torres                                                                                          000000000000002383000030000197900001979000000000000000000000768000010440000001400000025000012330000000000000000000S
072024061011402499Encinas Reales                                                                                      000000000000002252000030000185300001853000000000000000000000581000007610000000500000023000009820000000000000000000S
072024061011402599Espejo                                                                                              000000000000003209000050000270900002709000000000000000000001084000013420000001100000049000016000000000000000000000S
072024061011402699Espiel                                                                                              000000000000002386000030000198500001985000000000000000000000519000006090000001200000013000007470000000000000000000S
072024061011402799Fernán-Núñez                                                                                        000000000000009611000130000789600007896000000000000000000002301000030850000006200000082000038890000000000000000000S
072024061011402899Fuente la Lancha                                                                                    000000000000000354000010000029500000295000000000000000000000134000001580000000000000002000001820000000000000000000S
072024061011402999Fuente Obejuna                                                                                      000000000000004415000100000384800003848000000000000000000001246000015330000001500000033000019600000000000000000000S
072024061011403099Fuente Palmera                                                                                      000000000000009850000130000801600008016000000000000000000002001000026140000004200000073000037560000000000000000000S
072024061011403199Fuente-Tójar                                                                                        000000000000000692000010000055000000550000000000000000000000193000002740000000000000006000003700000000000000000000S
072024061011403299La Granjuela                                                                                        000000000000000410000010000036200000362000000000000000000000158000002020000000100000007000002400000000000000000000S
072024061011403399Guadalcázar                                                                                         000000000000001533000020000124800001248000000000000000000000302000004110000000700000007000005270000000000000000000S
072024061011403499El Guijo                                                                                            000000000000000341000010000029000000290000000000000000000000089000001380000000100000003000001790000000000000000000S
072024061011403599Hinojosa del Duque                                                                                  000000000000006579000100000554900005549000000000000000000001525000020070000003700000032000026500000000000000000000S
072024061011403699Hornachuelos                                                                                        000000000000004415000070000365000003650000000000000000000000970000012080000002200000034000015380000000000000000000S
072024061011403799Iznájar                                                                                             000000000000003804000070000297700002977000000000000000000000717000009780000000200000033000013810000000000000000000S
072024061011403899Lucena                                                                                              000000000000042813000440003341100033410000000000000000000008881000115850000014600000145000146920000000000000000000S
072024061011403999Luque                                                                                               000000000000002860000030000243500002435000000000000000000000705000009150000001300000030000012520000000000000000000S
072024061011404099Montalbán de Córdoba                                                                                000000000000004465000050000366300003663000000000000000000001333000015810000002800000018000019720000000000000000000S
072024061011404199Montemayor                                                                                          000000000000003872000040000316100003161000000000000000000000713000009590000001900000040000011920000000000000000000S
072024061011404299Montilla                                                                                            000000000000022298000280001839500018395000000000000000000005674000074180000011400000147000092480000000000000000000S
072024061011404399Montoro                                                                                             000000000000009125000100000733700007337000000000000000000002064000025300000005900000063000033780000000000000000000S
072024061011404499Monturque                                                                                           000000000000001929000020000160300001603000000000000000000000439000005940000001300000009000007460000000000000000000S
